Sr. No,Symbol,Series,Security Name,From,To
1079,MOM30IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND -  ICICI PRU NIFTY 200 MOMENTUM 30 ETF,5,20
1080,MOM50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF,5,20
1081,MOMENTUM,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY 200 MO,5,20
1082,MOMOMENTUM,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF,5,20
1083,MON100,EQ,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO,5,20
1084,MONARCH,EQ,MONARCH NETWORTH CAPITAL LIMITED,5,20
1085,MONIFTY500,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 ETF,5,20
1086,MONQ50,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NASDAQ Q 50 ETF,5,20
1087,MONTECARLO,EQ,MONTE CARLO FASHIONS LIMITED,5,20
1088,MOQUALITY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE QUALITY ETF,5,20
1089,MOREALTY,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY REALTY ETF,5,20
1090,MOREPENLAB,EQ,MOREPEN LABORATORIES LIMITED,5,20
1091,MOS,SM,MOS UTILITY LIMITED,5,20
1092,MOSMALL250,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,5,20
1093,MOTILALOFS,EQ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,5,20
1094,MOVALUE,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SP BSE ENHANCED VALUE ETF,5,20
1095,MOXSH,SM,MOXSH OVERSEAS EDUCON LIMITED,5,20
1096,MPSLTD,EQ,MPS LIMITED,5,20
1097,MRPL,EQ,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,5,20
1098,MSTCLTD,EQ,MSTC LIMITED,5,20
1099,MSUMI,EQ,MOTHERSON SUMI WIRING INDIA LIMITED,5,20
1100,MTARTECH,EQ,MTAR TECHNOLOGIES LIMITED,5,20
1101,MUFTI,EQ,CREDO BRANDS MARKETING LIMITED,5,20
1102,MUKANDLTD,EQ,MUKAND LIMITED,5,20
1103,MUKKA,EQ,MUKKA PROTEINS LIMITED,5,20
1104,MUNJALSHOW,EQ,MUNJAL SHOWA LIMITED,5,20
1105,MURUDCERA,EQ,MURUDESHWAR CERAMICS LIMITED,5,20
1106,MUTHOOTCAP,EQ,MUTHOOT CAPITAL SERVICES LIMITED,5,20
1107,MUTHOOTMF,EQ,MUTHOOT MICROFIN LIMITED,5,20
1108,MVKAGRO,SM,M.V.K. AGRO FOOD PRODUCT LIMITED,5,20
1109,MWL,SM,MANGALAM WORLDWIDE LIMITED,5,20
1110,NACLIND,EQ,NACL INDUSTRIES LIMITED,5,20
1111,NAHARCAP,EQ,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,5,20
1112,NAHARINDUS,EQ,NAHAR INDUSTRIAL ENTERPRISES LIMITED,5,20
1113,NAHARPOLY,EQ,NAHAR POLY FILMS LIMITED,5,20
1114,NAHARSPING,EQ,NAHAR SPINNING MILLS LIMITED,5,20
1115,NAMAN,SM,NAMAN IN-STORE (INDIA) LIMITED,5,20
1116,NAM-INDIA,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,5,20
1117,NATCOPHARM,EQ,NATCO PHARMA LIMITED,5,20
1118,NATHBIOGEN,EQ,NATH BIO-GENES (INDIA) LIMITED,5,20
1119,NAVA,EQ,NAVA LIMITED,5,20
1120,NAVINIFTY,EQ,NAVI MUTUAL FUND - NAVI NIFTY 50 ETF,5,20
1121,NAVKARCORP,EQ,NAVKAR CORPORATION LIMITED,5,20
1122,NAVNETEDUL,EQ,NAVNEET EDUCATION LIMITED,5,20
1123,NAZARA,EQ,NAZARA TECHNOLOGIES LIMITED,5,20
1124,NBIFIN,EQ,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,5,20
1125,NCC,EQ,NCC LIMITED,5,20
1126,NCLIND,EQ,NCL INDUSTRIES LIMITED,5,20
1127,NDL,EQ,NANDAN DENIM LIMITED,5,20
1128,NDLVENTURE,EQ,NDL VENTURES LIMITED,5,20
1129,NDRAUTO,EQ,NDR AUTO COMPONENTS LIMITED,5,20
1130,NDRINVIT,IV,NDR INVIT TRUST,5,20
1131,NDTV,EQ,NEW DELHI TELEVISION LIMITED,5,20
1132,NECCLTD,EQ,NORTH EASTERN CARRYING CORPORATION LIMITED,5,20
1133,NECLIFE,EQ,NECTAR LIFESCIENCES LIMITED,5,20
1134,NELCAST,EQ,NELCAST LIMITED,5,20
1135,NELCO,EQ,NELCO LIMITED,5,20
1136,NEOGEN,EQ,NEOGEN CHEMICALS LIMITED,5,20
1137,NESCO,EQ,NESCO LIMITED,5,20
1138,NETF,EQ,TATA NIFTY 50 EXCHANGE TRADED FUND,5,20
1139,NEULANDLAB,EQ,NEULAND LABORATORIES LIMITED,5,20
1140,NEWJAISA,SM,NEWJAISA TECHNOLOGIES LIMITED,5,20
1141,NEXT50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI,5,20
1142,NEXT50IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF,5,20
1143,NFL,EQ,NATIONAL FERTILIZERS LIMITED,5,20
1144,NGIL,EQ,NAKODA GROUP OF INDUSTRIES LIMITED,5,20
1145,NGLFINE,EQ,NGL FINE-CHEM LIMITED,5,20
1146,NH,EQ,NARAYANA HRUDAYALAYA LTD.,5,20
1147,NHIT,IV,NATIONAL HIGHWAYS INFRA TRUST,5,20
1148,NHPC,EQ,NHPC LIMITED,5,20
1149,NIACL,EQ,THE NEW INDIA ASSURANCE COMPANY LIMITED,5,20
1150,NIDAN,SM,NIDAN LABORATORIES AND HEALTHCARE LIMITED,5,20
1151,NIF100BEES,EQ,NIPPON INDIA ETF NIFTY 100,5,20
1152,NIF100IETF,EQ,ICICI PRUDENTIAL NIFTY 100 ETF,5,20
1153,NIF10GETF,EQ,UTI MUTUAL FUND - UTI NIFTY 10 YR BENCHMARK G-SEC ETF,5,20
1154,NIF5GETF,EQ,UTI MUTUAL FUND - UTI NIFTY 5 YR BENCHMARK G-SEC ETF,5,20
1155,NIFITETF,EQ,UTI MUTUAL FUND - UTI NIFTY IT ETF,5,20
1156,NIFMID150,EQ,UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF),5,20
1157,NIFTY1,EQ,KOTAK NIFTY 50 ETF,5,20
1158,NIFTY50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 ETF,5,20
1159,NIFTYBEES,EQ,NIPPON INDIA ETF NIFTY 50 BEES,5,20
1160,NIFTYBETF,EQ,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY 50 ETF,5,20
1161,NIFTYETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 50 ETF,5,20
1162,NIFTYIETF,EQ,ICICI PRUDENTIAL NIFTY 50 ETF,5,20
1163,NIFTYQLITY,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ABSL NIFTY 200 QUALITY 30 ETF,5,20
1164,NIITLTD,EQ,NIIT LIMITED,5,20
1165,NIITMTS,EQ,NIIT LEARNING SYSTEMS LIMITED,5,20
1166,NILKAMAL,EQ,NILKAMAL LIMITED,5,20
1167,NIPPOBATRY,EQ,INDO-NATIONAL LIMITED,5,20
1168,NITINSPIN,EQ,NITIN SPINNERS LIMITED,5,20
1169,NLCINDIA,EQ,NLC INDIA LIMITED,5,20
1170,NOCIL,EQ,NOCIL LIMITED,5,20
1171,NOVAAGRI,EQ,NOVA AGRITECH LIMITED,5,20
1172,NPBET,EQ,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND,5,20
1173,NRAIL,EQ,N R AGARWAL INDUSTRIES LIMITED,5,20
1174,NRBBEARING,EQ,NRB BEARING LIMITED,5,20
1175,NSIL,EQ,NALWA SONS INVESTMENTS LIMITED,5,20
1176,NSLNISP,EQ,NMDC STEEL LIMITED,5,20
1177,NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS LIMITED,5,20
1178,NURECA,EQ,NURECA LIMITED,5,20
1179,NUVAMA,EQ,NUVAMA WEALTH MANAGEMENT LIMITED,5,20
1180,NUVOCO,EQ,NUVOCO VISTAS CORPORATION LIMITED,5,20
1181,NV20,EQ,KOTAK NIFTY 50 VALUE 20 ETF,5,20
1182,NV20BEES,EQ,NIPPON INDIA ETF NIFTY 50 VALUE 20,5,20
1183,NV20IETF,EQ,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,5,20
1184,NXST,RR,NEXUS SELECT TRUST,5,20
1185,NYKAA,EQ,FSN E COMMERCE VENTURES LIMITED,5,20
1186,OAL,EQ,ORIENTAL AROMATICS LIMITED,5,20
1187,OBCL,EQ,ORISSA BENGAL CARRIER LIMITED,5,20
1188,OCCL,EQ,ORIENTAL CARBON & CHEMICALS LIMITED,5,20
1189,OIL,EQ,OIL INDIA LIMITED,5,20
1190,OLECTRA,EQ,OLECTRA GREENTECH LIMITED,5,20
1191,OLIL,SM,ONECLICK LOGISTICS INDIA LIMITED,5,20
1192,OMINFRAL,EQ,OM INFRA LIMITED,5,20
1193,ONMOBILE,EQ,ONMOBILE GLOBAL LIMITED,5,20
1194,ONWARDTEC,EQ,ONWARD TECHNOLOGIES LIMITED,5,20
1195,OPTIEMUS,EQ,OPTIEMUS INFRACOM LIMITED,5,20
1196,ORBTEXP,EQ,ORBIT EXPORTS LIMITED,5,20
1197,ORCHPHARMA,EQ,ORCHID PHARMA LIMITED,5,20
1198,ORICONENT,EQ,ORICON ENTERPRISES LIMITED,5,20
1199,ORIENTBELL,EQ,ORIENT BELL LIMITED,5,20
1200,ORIENTCEM,EQ,ORIENT CEMENT LIMITED,5,20
1201,ORIENTELEC,EQ,ORIENT ELECTRIC LIMITED,5,20
1202,ORIENTHOT,EQ,ORIENTAL HOTELS LIMITED,5,20
1203,ORIENTPPR,EQ,ORIENT PAPER & INDUSTRIES LIMITED,5,20
1204,ORISSAMINE,EQ,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,5,20
1205,OSEINTRUST,IV,ORIENTAL INFRATRUST,5,20
1206,OSWALGREEN,EQ,OSWAL GREENTECH LIMITED,5,20
1207,PAKKA,EQ,PAKKA LIMITED,5,20
1208,PALASHSECU,EQ,PALASH SECURITIES LIMITED,5,20
1209,PANACEABIO,EQ,PANACEA BIOTEC LIMITED,5,20
1210,PANAMAPET,EQ,PANAMA PETROCHEM LIMITED,5,20
1211,PAR,EQ,PAR DRUGS AND CHEMICALS LIMITED,5,20
1212,PARADEEP,EQ,PARADEEP PHOSPHATES LIMITED,5,20
1213,PARAGMILK,EQ,PARAG MILK FOODS LIMITED,5,20
1214,PARAGON,SM,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,5,20
1215,PARAS,EQ,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,5,20
1216,PARKHOTELS,EQ,APEEJAY SURRENDRA PARK HOTELS LIMITED,5,20
1217,PARTYCRUS,SM,PARTY CRUISERS LIMITED,5,20
1218,PASUPTAC,EQ,PASUPATI ACRYLON LIMITED,5,20
1219,PATANJALI,EQ,PATANJALI FOODS LIMITED,5,20
1220,PATELENG,EQ,PATEL ENGINEERING LIMITED,5,20
1221,PATINTLOG,EQ,PATEL INTEGRATED LOGISTICS LIMITED,5,20
1222,PCBL,EQ,PCBL LIMITED,5,20
1223,PDMJEPAPER,EQ,PUDUMJEE PAPER PRODUCTS LIMITED,5,20
1224,PDSL,EQ,PDS LIMITED,5,20
1225,PENIND,EQ,PENNAR INDUSTRIES LIMITED,5,20
1226,PENINLAND,EQ,PENINSULA LAND LIMITED,5,20
1227,PENTAGON,SM,PENTAGON RUBBER LIMITED,5,20
1228,PFIZER,EQ,PFIZER LIMITED,5,20
1229,PFOCUS,EQ,PRIME FOCUS LIMITED,5,20
1230,PGEL,EQ,PG ELECTROPLAST LIMITED,5,20
1231,PGHH,EQ,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,5,20
1232,PGHL,EQ,PROCTER & GAMBLE HEALTH LIMITED,5,20
1233,PGIL,EQ,PEARL GLOBAL INDUSTRIES LIMITED,5,20
1234,PGINVIT,IV,POWERGRID INFRASTRUCTURE INVESTMENT TRUST,5,20
1235,PHANTOMFX,SM,PHANTOM DIGITAL EFFECTS LIMITED,5,20
1236,PHARMABEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY PHARMA ETF,5,20
1237,PHOENIXLTD,EQ,THE PHOENIX MILLS LIMITED,5,20
1238,PILANIINVS,EQ,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,5,20
1239,PITTIENG,EQ,PITTI ENGINEERING LIMITED,5,20
1240,PIXTRANS,EQ,PIX TRANSMISSIONS LIMITED,5,20
1241,PLADAINFO,SM,PLADA INFOTECH SERVICES LIMITED,5,20
1242,PLASTIBLEN,EQ,PLASTIBLENDS INDIA LIMITED,5,20
1243,PLATIND,EQ,PLATINUM INDUSTRIES LIMITED,5,20
1244,PNBGILTS,EQ,PNB GILTS LTD.,5,20
1245,PNBHOUSING,EQ,PNB HOUSING FINANCE LIMITED,5,20
1246,PNC,EQ,PRITISH NANDY COMMUNICATIONS LIMITED,5,20
1247,PNCINFRA,EQ,PNC INFRATECH LIMITED,5,20
1248,PODDARMENT,EQ,PODDAR PIGMENTS LIMITED,5,20
1249,POKARNA,EQ,POKARNA LIMITED,5,20
1250,POLICYBZR,EQ,PB FINTECH LIMITED,5,20
1251,POLYMED,EQ,POLY MEDICURE LIMITED,5,20
1252,POLYPLEX,EQ,POLYPLEX CORPORATION LIMITED,5,20
1253,POLYSIL,SM,POLYSIL IRRIGATION SYSTEMS LIMITED,5,20
1254,PONNIERODE,EQ,PONNI SUGARS (ERODE) LIMITED,5,20
1255,POONAWALLA,EQ,POONAWALLA FINCORP LIMITED,5,20
1256,POWERINDIA,EQ,HITACHI ENERGY INDIA LIMITED,5,20
1257,POWERMECH,EQ,POWER MECH PROJECTS LIMITED,5,20
1258,PPAP,EQ,PPAP AUTOMOTIVE LIMITED,5,20
1259,PPLPHARMA,EQ,PIRAMAL PHARMA LIMITED,5,20
1260,PRAJIND,EQ,PRAJ INDUSTRIES LIMITED,5,20
1261,PRAKASH,EQ,PRAKASH INDUSTRIES LIMITED,5,20
1262,PRECAM,EQ,PRECISION CAMSHAFTS LIMITED,5,20
1263,PRECISION,SM,PRECISION METALIKS LIMITED,5,20
1264,PRECWIRE,EQ,PRECISION WIRES INDIA LIMITED,5,20
1265,PREMIERPOL,EQ,PREMIER POLYFILM LIMITED,5,20
1266,PRESTIGE,EQ,PRESTIGE ESTATES PROJECTS LIMITED,5,20
1267,PRICOLLTD,EQ,PRICOL LIMITED,5,20
1268,PRIMESECU,EQ,PRIME SECURITIES LIMITED,5,20
1269,PRINCEPIPE,EQ,PRINCE PIPES AND FITTINGS LIMITED,5,20
1270,PRIVISCL,EQ,PRIVI SPECIALITY CHEMICALS LIMITED,5,20
1271,PROPEQUITY,SM,P. E. ANALYTICS LIMITED,5,20
1272,PROV,SM,PROVENTUS AGROCOM LIMITED,5,20
1273,PROZONER,EQ,PROZONE REALTY LIMITED,5,20
1274,PRSMJOHNSN,EQ,PRISM JOHNSON LIMITED,5,20
1275,PRUDENT,EQ,PRUDENT CORPORATE ADVISORY SERVICES LIMITED,5,20
1276,PSB,EQ,PUNJAB & SIND BANK,5,20
1277,PSPPROJECT,EQ,PSP PROJECTS LIMITED,5,20
1278,PSUBANK,EQ,KOTAK NIFTY PSU BANK ETF,5,20
1279,PSUBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PSU BANK ETF,5,20
1280,PSUBNKBEES,EQ,NIPPON INDIA ETF NIFTY PSU BANK BEES,5,20
1281,PSUBNKIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY PSU BANK ETF,5,20
1282,PTC,EQ,PTC INDIA LIMITED,5,20
1283,PTCIL,EQ,PTC INDUSTRIES LIMITED,5,20
1284,PTL,EQ,PTL ENTERPRISES LIMITED,5,20
1285,PUNJABCHEM,EQ,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,5,20
1286,PURVFLEXI,SM,PURV FLEXIPACK LIMITED,5,20
1287,PVSL,EQ,POPULAR VEHICLES AND SERVICES LIMITED,5,20
1288,PVTBANIETF,EQ,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF - NIFTY PRIVATE BANK INDEX,5,20
1289,PVTBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PRIVATE BANK ETF,5,20
1290,PYRAMID,EQ,PYRAMID TECHNOPLAST LIMITED,5,20
1291,QGOLDHALF,EQ,QUANTUM GOLD FUND -EXCHANGE TRADED FUND (ETF),5,20
1292,QNIFTY,EQ,QUANTUM NIFTY 50 ETF,5,20
1293,QUAL30IETF,EQ,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,5,20
1294,QUESS,EQ,QUESS CORP LIMITED,5,20
1295,QUICKHEAL,EQ,QUICK HEAL TECHNOLOGIES LIMITED,5,20
1296,QUICKTOUCH,SM,QUICKTOUCH TECHNOLOGIES LIMITED,5,20
1297,RACE,EQ,RACE ECO CHAIN LIMITED,5,20
1298,RADHIKAJWE,EQ,RADHIKA JEWELTECH LIMITED,5,20
1299,RADIANTCMS,EQ,RADIANT CASH MANAGEMENT SERVICES LIMITED,5,20
1300,RADICO,EQ,RADICO KHAITAN LIMITED,5,20
1301,RADIOCITY,EQ,MUSIC BROADCAST LIMITED,5,20
1302,RADIOWALLA,SM,RADIOWALLA NETWORK LIMITED,5,20
1303,RAILTEL,EQ,RAILTEL CORPORATION OF INDIA LIMITED,5,20
1304,RAIN,EQ,RAIN INDUSTRIES LIMITED,5,20
1305,RAINBOW,EQ,RAINBOW CHILDRENS MEDICARE LIMITED,5,20
1306,RAJESHEXPO,EQ,RAJESH EXPORTS LIMITED,5,20
1307,RAJRATAN,EQ,RAJRATAN GLOBAL WIRE LIMITED,5,20
1308,RAJSREESUG,EQ,RAJSHREE SUGARS & CHEMICALS LIMITED,5,20
1309,RALLIS,EQ,RALLIS INDIA LIMITED,5,20
1310,RAMAPHO,EQ,RAMA PHOSPHATES LIMITED,5,20
1311,RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,5,20
1312,RAMCOIND,EQ,RAMCO INDUSTRIES LIMITED,5,20
1313,RAMRAT,EQ,RAM RATNA WIRES LIMITED,5,20
1314,RANASUG,EQ,RANA SUGARS LIMITED,5,20
1315,RANEHOLDIN,EQ,RANE HOLDINGS LIMITED,5,20
1316,RATEGAIN,EQ,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,5,20
1317,RATNAMANI,EQ,RATNAMANI METALS & TUBES LIMITED,5,20
1318,RATNAVEER,EQ,RATNAVEER PRECISION ENGINEERING LIMITED,5,20
1319,RAYMOND,EQ,RAYMOND LIMITED,5,20
1320,RBA,EQ,RESTAURANT BRANDS ASIA LIMITED,5,20
1321,RBL,EQ,RANE BRAKE LINING LIMITED,5,20
1322,RBS,SM,RAMDEVBABA SOLVENT LIMITED,5,20
1323,RCDL,SM,RAJGOR CASTOR DERIVATIVES LIMITED,5,20
1324,RCF,EQ,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,5,20
1325,REDINGTON,EQ,REDINGTON LIMITED,5,20
1326,REDTAPE,EQ,REDTAPE LIMITED,5,20
1327,RELAXO,EQ,RELAXO FOOTWEARS LIMITED,5,20
1328,RELCHEMQ,EQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,5,20
1329,RELIGARE,EQ,RELIGARE ENTERPRISES LIMITED,5,20
1330,REMUS,SM,REMUS PHARMACEUTICALS LIMITED,5,20
1331,RENUKA,EQ,SHREE RENUKA SUGARS LIMITED,5,20
1332,REPCOHOME,EQ,REPCO HOME FINANCE LIMITED,5,20
1333,REPL,EQ,RUDRABHISHEK ENTERPRISES LIMITED,5,20
1334,REPRO,EQ,REPRO INDIA LIMITED,5,20
1335,RESPONIND,EQ,RESPONSIVE INDUSTRIES LIMITED,5,20
1336,RGL,EQ,RENAISSANCE GLOBAL LIMITED,5,20
1337,RHIM,EQ,RHI MAGNESITA INDIA LTD,5,20
1338,RICOAUTO,EQ,RICO AUTO INDUSTRIES LIMITED,5,20
1339,RIIL,EQ,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,5,20
1340,RISHABH,EQ,RISHABH INSTRUMENTS LIMITED,5,20
1341,RITCO,EQ,RITCO LOGISTICS LIMITED,5,20
1342,RITES,EQ,RITES LIMITED,5,20
1343,RITEZONE,SM,RITE ZONE CHEMCON INDIA LIMITED,5,20
1344,RKFORGE,EQ,RAMKRISHNA FORGINGS LIMITED,5,20
1345,RKSWAMY,EQ,R K SWAMY LIMITED,5,20
1346,RML,EQ,RANE (MADRAS) LIMITED,5,20
1347,ROHLTD,EQ,ROYAL ORCHID HOTELS LIMITED,5,20
1348,ROLEXRINGS,EQ,ROLEX RINGS LIMITED,5,20
1349,ROSSARI,EQ,ROSSARI BIOTECH LIMITED,5,20
1350,ROSSELLIND,EQ,ROSSELL INDIA LIMITED,5,20
1351,ROTO,EQ,ROTO PUMPS LIMITED,5,20
1352,ROUTE,EQ,ROUTE MOBILE LIMITED,5,20
1353,ROXHITECH,SM,ROX HI TECH LIMITED,5,20
1354,RPGLIFE,EQ,RPG LIFE SCIENCES LIMITED,5,20
1355,RPSGVENT,EQ,RPSG VENTURES LIMITED,5,20
1356,RPTECH,EQ,RASHI PERIPHERALS LIMITED,5,20
1357,RRKABEL,EQ,R R KABEL LIMITED,5,20
1358,RSWM,EQ,RSWM LIMITED,5,20
1359,RSYSTEMS,EQ,R SYSTEMS INTERNATIONAL LIMITED,5,20
1360,RTNINDIA,EQ,RATTANINDIA ENTERPRISES LIMITED,5,20
1361,RUBYMILLS,EQ,THE RUBY MILLS LIMITED,5,20
1362,RUCHIRA,EQ,RUCHIRA PAPERS LIMITED,5,20
1363,RUPA,EQ,RUPA & COMPANY LIMITED,5,20
1364,RUSHIL,EQ,RUSHIL DECOR LIMITED,5,20
1365,RVNL,EQ,RAIL VIKAS NIGAM LIMITED,5,20
1366,SAAKSHI,SM,SAAKSHI MEDTECH AND PANELS LIMITED,5,20
1367,SADHAV,SM,SADHAV SHIPPING LIMITED,5,20
1368,SADHNANIQ,EQ,SADHANA NITROCHEM LIMITED,5,20
1369,SAFARI,EQ,SAFARI INDUSTRIES (INDIA) LIMITED,5,20
1370,SAGCEM,EQ,SAGAR CEMENTS LIMITED,5,20
1371,SAH,EQ,SAH POLYMERS LIMITED,5,20
1372,SAHAJ,SM,SAHAJ FASHIONS LIMITED,5,20
1373,SAHYADRI,EQ,SAHYADRI INDUSTRIES LIMITED,5,20
1374,SAIFL,SM,SAMEERA AGRO AND INFRA LIMITED,5,20
1375,SAKAR,EQ,SAKAR HEALTHCARE LIMITED,5,20
1376,SAKHTISUG,EQ,SAKTHI SUGARS LIMITED,5,20
1377,SAKSOFT,EQ,SAKSOFT LIMITED,5,20
1378,SAKUMA,EQ,SAKUMA EXPORTS LIMITED,5,20
1379,SALONA,EQ,SALONA COTSPIN LIMITED,5,20
1380,SAMHI,EQ,SAMHI HOTELS LIMITED,5,20
1381,SANDESH,EQ,THE SANDESH LIMITED,5,20
1382,SANDHAR,EQ,SANDHAR TECHNOLOGIES LIMITED,5,20
1383,SANGAMIND,EQ,SANGAM (INDIA) LIMITED,5,20
1384,SANGANI,SM,SANGANI HOSPITALS LIMITED,5,20
1385,SANGHVIMOV,EQ,SANGHVI MOVERS LIMITED,5,20
1386,SANOFI,EQ,SANOFI INDIA LIMITED,5,20
1387,SANSERA,EQ,SANSERA ENGINEERING LIMITED,5,20
1388,SAPPHIRE,EQ,SAPPHIRE FOODS INDIA LIMITED,5,20
1389,SARDAEN,EQ,SARDA ENERGY & MINERALS LIMITED,5,20
1390,SAREGAMA,EQ,SAREGAMA INDIA LIMITED,5,20
1391,SAROJA,SM,SAROJA PHARMA INDUSTRIES INDIA LIMITED,5,20
1392,SASKEN,EQ,SASKEN TECHNOLOGIES LIMITED,5,20
1393,SASTASUNDR,EQ,SASTASUNDAR VENTURES LIMITED,5,20
1394,SATIA,EQ,SATIA INDUSTRIES LIMITED,5,20
1395,SATIN,EQ,SATIN CREDITCARE NETWORK LIMITED,5,20
1396,SATINDLTD,EQ,SAT INDUSTRIES LIMITED,5,20
1397,SAURASHCEM,EQ,SAURASHTRA CEMENT LIMITED,5,20
1398,SBCL,EQ,SHIVALIK BIMETAL CONTROLS LIMITED,5,20
1399,SBFC,EQ,SBFC FINANCE LIMITED,5,20
1400,SBGLP,EQ,SURATWWALA BUSINESS GROUP LIMITED,5,20
1401,SBIETFCON,EQ,SBI MUTUAL FUND - SBI ETF CONSUMPTION,5,20
1402,SBIETFIT,EQ,SBI MUTUAL FUND-SBI ETF IT,5,20
1403,SBIETFPB,EQ,SBI MUTUAL FUND - SBI ETF PRIVATE BANK - SBI ETF PRIVATE BANK,5,20
1404,SBIETFQLTY,EQ,SBI MUTUAL FUND - SBI - ETF QUALITY - SBI-ETF QUALITY,5,20
1405,SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,5,20
1406,SCHAND,EQ,S CHAND AND COMPANY LIMITED,5,20
1407,SCI,EQ,SHIPPING CORPORATION OF INDIA LIMITED,5,20
1408,SCPL,EQ,SHEETAL COOL PRODUCTS LIMITED,5,20
1409,SDBL,EQ,SOM DISTILLERIES & BREWERIES LIMITED,5,20
1410,SDL24BEES,EQ,NIPPON INDIA ETF NIFTY CPSE BOND PLUS SDL SEP 2024 50-50,5,20
1411,SDL26BEES,EQ,NIPPON INDIA ETF NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT,5,20
1412,SECURCRED,EQ,SECUR CREDENTIALS LIMITED,5,20
1413,SEITINVIT,IV,SUSTAINABLE ENERGY INFRA TRUST,5,20
1414,SELAN,EQ,SELAN EXPLORATION TECHNOLOGY LIMITED,5,20
1415,SENCO,EQ,SENCO GOLD LIMITED,5,20
1416,SENSEXADD,EQ,DSP MUTUAL FUND - DSP S&P BSE SENSEX ETF,5,20
1417,SENSEXETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P BSE SENSEX ETF,5,20
1418,SENSEXIETF,EQ,ICICI PRUDENTIAL S&P BSE SENSEX ETF,5,20
1419,SEQUENT,EQ,SEQUENT SCIENTIFIC LIMITED,5,20
1420,SERVICE,SM,SERVICE CARE LIMITED,5,20
1421,SESHAPAPER,EQ,SESHASAYEE PAPER AND BOARDS LIMITED,5,20
1422,SETF10GILT,EQ,SBI MUTUAL FUND - SBI-ETF 10 YEAR GILT,5,20
1423,SETFGOLD,EQ,SBI-ETF GOLD,5,20
1424,SETFNIF50,EQ,SBI-ETF NIFTY 50,5,20
1425,SETFNIFBK,EQ,SBI-ETF NIFTY BANK,5,20
1426,SETFNN50,EQ,SBI-ETF NIFTY NEXT 50,5,20
1427,SFL,EQ,SHEELA FOAM LIMITED,5,20
1428,SGIL,EQ,SYNERGY GREEN INDUSTRIES LIMITED,5,20
