ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF277K012Z5,TMAOFB,GR,OMF,9,22.26
INF277K013Z3,TMAOFADR,DR,OMF,9,22.26
INF277K010Z9,TMAOFC,DR,OMF,9,24.05
INF277K019Y3,TMAOFD,GR,OMF,9,24.05
INF754K01LC5,EUSTCRRG,GR,OMF,12.15,22.65
INF754K01LB7,EUSTCDRG,GR,OMF,12.15,23.65
INF582M01GM5,UNMFRG,GR,OMF,9,47.08
INF582M01GO1,UNMFRDP,DP,OMF,9,47.08
INF582M01GI3,UNMFDG,GR,OMF,9,50.02
INF663L01U32,PGIMMDRM,DP,GMF,10,1049.32
INF663L01U24,PGIMMDGP,GR,GMF,10,1246.09
INF663L01U57,PGIMMDRD,DR,GMF,10,1006.08
INF663L01T84,PGIMMDD1,GR,GMF,10,1280.64
INF663L01U16,PGIMMDDD,DR,GMF,10,1006.08
INF00XX01770,ITIRPGL,GR,OMF,9,18.08
INF00XX01804,ITIDPG1GL,GR,OMF,9,19.54
INF247L01AG2,SPGDG,GR,OMF,9,21.43
INF247L01AH0,SPGPG,GR,OMF,9,20.89
INF769K01FP7,MIRAEAFRG,GR,OMF,9,12.32
INF769K01FS1,MAFAFD1L0,GR,OMF,9,12.7
INF761K01FF5,MPDGG,GR,OMF,9,38.57
INF761K01FI9,MPRGG,GR,OMF,9,36.1
INF761K01FE8,MPDDD,DP,OMF,9,32.96
INF761K01FH1,MPRDD,DP,OMF,9,32.81
INF336L01PE6,OFEG,GR,OMF,9,24.61
INF336L01PF3,OFEDP,DP,OMF,10.45,18.98
INF336L01PB2,OHFEG,GR,OMF,9,26.12
INF336L01PC0,OHFEDP,DP,OMF,9,23.17
INF769K01FV5,MIRAEBPRG,GR,OMF,9,12.09
INF769K01FY9,MAFBPD1,GR,OMF,9,12.31
INF754K01LI2,EMFO25DRGP,GR,OMF,9,12.2
INF754K01LG6,EMFO25RPGP,DP,OMF,9,12.2
INF754K01LF8,EMFO25RPDR,GR,OMF,9,12.2
INF754K01LJ0,EMFO25DRDP,DP,OMF,9,12.2
INF754K01LO0,EMFO31DRGP,GR,OMF,9,12.39
INF754K01LL6,EMFO31RPDR,GR,OMF,9,12.39
INF247L01AI8,MOFMAGD,GR,OMF,9,14.37
INF247L01AJ6,MOFMAGP,GR,OMF,9,13.64
INF204KB19V4,MFDAG,GR,OMF,9,20.95
INF204KB10W1,MFDAP,DP,OMF,9,20.95
INF204KB16V0,MFRG,GR,OMF,9,19.81
INF204KB17V8,RMFDP,DP,OMF,9,19.81
INF174V01978,MMMAYRG,GR,OMF,9,11.79
INF174V01AA0,MMMAYDG,GR,OMF,9,12.18
INF955L01JR8,BPFLMGPG,GR,OMF,9,27.58
INF955L01JS6,BPFLMDPD,DP,OMF,9,21.81
INF955L01JU2,BPFLMD2G,GR,OMF,9,29.29
INF582M01GU8,UNMDRG,GR,OMF,9,12.03
INF582M01GQ6,UNMDDG,GR,OMF,9,12.18
INF205KA1213,IMFF2EFDR,GR,OMF,9,28.86
INF205KA1205,IMFF20EFDR,DP,OMF,9,26.05
INF205KA1189,IMFF20EFRG,GR,OMF,9,27.15
INF205KA1171,IMF20EFRG,DP,OMF,9,24.43
INF846K01X06,GADGG,GR,OMF,9,17.25
INF846K01X30,GAGPG,GR,OMF,9,16.53
INF846K01X14,GAD1D,DP,OMF,9,17.25
INF846K01X48,GADPD,DP,OMF,9,16.53
INF200KA1Q99,SCBIP619GR,GR,OMF,9,39.92
INF200KA1R07,SCBIP619GD,GR,OMF,9,42.08
INF769K01GE9,MAFEAD1,GR,OMF,9,24.84
INF769K01GD1,MAFEAD2,DP,OMF,9,24.86
INF769K01GB5,MIRAEEARG,GR,OMF,9,24.77
INF769K01GA7,MIRAEEARD,DP,OMF,9,24.77
INF903JA1IZ3,SMFBCGP,GR,OMF,9,21.19
INF903JA1JB2,SMFBCDR,DP,OMF,9,17.98
INF903JA1JC0,SMFBCDG,GR,OMF,9,22.48
INF903JA1JE6,SMFBCDR1,DP,OMF,9,19.09
INF109KC1N91,IPRU3436P,DP,OMF,9,17.98
INF109KC1O25,IPRU9638P,DP,OMF,9,19.09
INF109KC1O09,IPRU9637,GR,OMF,9,22.9
INF109KC1N75,IPRU3435,GR,OMF,9,21.72
INF204KB12W7,NSRG,GR,OMF,9,34.17
INF204KB15W0,NSAGG,GR,OMF,9,35.11
INF204KB13W5,NSDP,DP,OMF,9,34.17
INF204KB16W8,NSADD,DP,OMF,9,35.11
INF769K01GH2,MIRAEUSRG,GR,OMF,9,1226.55
INF00XX01861,ITIDPG1GP,GR,OMF,9,12.46
INF00XX01838,ITIRPGP,GR,OMF,9,12.2
INF209KB1T46,B67B,GR,OMF,9,23.73
INF209KB1T53,B67A,DP,OMF,9,19.64
INF209KB1T79,B67Y,GR,OMF,9,25.16
INF200KA1R15,SFRDF620G,GR,OMF,9,12.45
INF200KA1R64,SFRDFD620G,GR,OMF,9,12.54
INF754K01LV5,EMFWHDRGP,GR,OMF,9,19.78
INF754K01LW3,EMFWHDRDP,DP,OMF,9,19.78
INF754K01LR3,EMFWHRPGP,GR,OMF,9,19.35
INF754K01LS1,EMFWHRPDP,DP,OMF,9,19.35
INF966L01AB8,166EFGP,GR,OMF,9,36.55
INF966L01AD4,166EFG1,GR,OMF,9,38.75
INF174V01AF9,MMMFERP,DP,OMF,9,20.69
INF174V01AG7,MMMFEDG,GR,OMF,9,29.17
INF174V01AD4,MMMFERG,GR,OMF,9,27.1
INF769K01GM2,MIRAESLRD,DP,OMF,9,18.16
INF769K01GQ3,MAFSLD1,GR,OMF,9,18.44
INF769K01GN0,MIRAESLRG,GR,OMF,9,18.2
INF582M01HE0,UNHERDP,DP,OMF,9,17.44
INF582M01HC4,UNHERG,GR,OMF,9,17.44
INF582M01GY0,UNHEDG,GR,OMF,9,18.17
INF109KC1O33,IPRU3437,GR,OMF,9,22.23
INF109KC1O66,IPRU9639,GR,OMF,9,22.79
INF174KA1FF0,KOTAKFESG,GR,OMF,9,17.06
INF174KA1FE3,KOTAKMESG,DP,OMF,9,17.06
INF174KA1FI4,KOTAKMFESG,GR,OMF,9,18.14
INF179KC1AP3,HDYDDPH0,DP,OMF,9,25.23
INF179KC1AO6,HDYDGRHMF,GR,OMF,9,27.05
INF179KC1AR9,HDYRGRHMF,GR,OMF,9,25.6
INF179KC1AS7,HDYRDPHMF,DP,OMF,9,23.74
INF789F1AUP3,SPDPD,DP,OMF,9,25.9
INF789F1AUO6,SPGPG1,GR,OMF,9,25.9
INF789F1AUQ1,SPG1G,GR,OMF,9,27.55
INF789F1AUR9,SPD1D1,DP,OMF,9,27.55
INF769K01GU5,MIRAEBFRG,GR,OMF,9,18.21
INF769K01GT7,MIRAEBFRD,DP,OMF,9,18.23
INF769K01GX9,MAFBFD1,GR,OMF,9,19.32
INF769K01GW1,MAFBFD2,DP,OMF,9,19.25
INF955L01KC8,BPFBPD2G,GR,OMF,9,11.98
INF955L01JX6,BPFBPGPG,GR,OMF,9,11.76
INF846K01Y13,AXISSSDPD,DP,OMF,9,18
INF846K01X71,AXISSSDGG,GR,OMF,9,18.95
INF846K01Y05,AXISSSGPG,GR,OMF,9,18
INF846K01X89,AXISSSD1D,DP,OMF,9,18.94
INF209KB1U43,B68B,GR,OMF,9,17.34
INF209KB1U50,B68A,DP,OMF,9,17.34
INF209KB1U76,B68Y,GR,OMF,9,18.35
INF204KB13X3,NIMFPPGPG,GR,OMF,9,20.92
INF204KB16X6,NIMFPPAGG,GR,OMF,9,21.31
INF204KB14X1,NIMFPPDPD,DP,OMF,9,20.92
INF204KB17X4,NIMFPPADD,DP,OMF,9,21.31
INF109KC1P24,IPRU9641,GR,OMF,9,23.86
INF109KC1P40,IPRU9642P,DP,OMF,9,20.34
INF109KC1O90,IPRU3439,GR,OMF,9,22.8
INF109KC1P16,IPRU3440P,DP,OMF,9,19.3
INF0GCD01016,185BFRGGR,GR,OMF,9,1185.3
INF0GCD01107,185BFDGGR,GR,OMF,9,1206.51
INF663L01V72,PRMBLGP,GR,OMF,9,14.81
INF663L01V49,PRMBLG1,GR,OMF,9,15.76
INF663L01V80,PRMBLDP,DP,OMF,9,12.27
INF204KB13Y1,NIMFALGPG,GR,OMF,9,19.56
INF204KB14Y9,NIMFALDPD,DP,OMF,9,19.56
INF204KB16Y4,ALAGRMF,GR,OMF,9,20.27
INF200KA1T05,SBIBFAHDPD,DP,OMF,9,19.58
INF200KA1S71,SBIBFAHRPG,GR,OMF,9,18.76
INF200KA1S89,SBIBFAHRPD,DP,OMF,9,18.76
INF200KA1S97,SBIBFAHDPG,GR,OMF,9,19.58
INF789F1AUT5,NMG1G,GR,OMF,9.52,24.81
INF789F1AUS7,NMGPG,GR,OMF,9.52,24.39
INF194KB1AP5,IDFCFRFRG,GR,OMF,9,11.99
INF194KB1BA5,IDFCFRFDG,GR,OMF,9,12.2
INF204KB19Y8,NIMFNVGPG,GR,OMF,9,19.91
INF204KB10Z4,NIMFNVDPD,DP,OMF,9,19.91
INF204KB12Z0,NVAGRMF,GR,OMF,9,20.32
INF204KB13Z8,NVADRMF,DP,OMF,9,20.32
INF204KB15Z3,NIMFNPGPG,GR,OMF,9,24.16
INF204KB16Z1,NIMFNPDPD,DP,OMF,9,24.16
INF204KB19Z5,NPADRMF,DP,OMF,9,24.63
INF204KB18Z7,NPAGRMF,GR,OMF,9,24.63
INF174V01AJ1,MMMSTRG,GR,OMF,9,11.92
INF174V01AM5,MMMSTDG,GR,OMF,9,12.32
INF00XX01895,ITIRPGMD,GR,OMF,9,22.18
INF00XX01929,ITIDPG1GMD,GR,OMF,9,23.85
INF00XX01903,ITIRPDPMD,DP,OMF,9,21.2
INF174KA1FX3,KNNIFG,GR,OMF,9,20.85
INF174KA1FW5,KNNIFDP,DP,OMF,9,20.85
INF174KA1GA9,KNNIFDG,GR,OMF,9,21.23
INF174KA1FZ8,KNNIFDDP,DP,OMF,9,21.23
INF247L01AL2,MOMFAAGD,GR,OMF,9,16.53
INF247L01AM0,MOMFAAGP,GR,OMF,9,16.22
INF247L01AO6,MOMFACGP,GR,OMF,9,14.46
INF247L01AN8,MOMFACGD,GR,OMF,9,14.73
INF205KA1338,IMFESGDRGP,GR,OMF,9,18.91
INF205KA1304,IMFESGRGGP,GR,OMF,9,17.88
INF205KA1296,IMFESGRGDP,DP,OMF,9,15.95
INF769K01HD9,MIRAECBD1,GR,OMF,9,12.08
INF769K01HA5,MIRAECBRG,GR,OMF,9,11.89
INF200KA1U02,SBIDPR,DP,OMF,9,16.21
INF200KA1U28,SBIDPGFOF,GR,OMF,9,16.64
INF200KA1U36,SBIDP,DP,OMF,9,16.64
INF200KA1T96,SBIFOF,GR,OMF,9,16.21
INF740KA1PS7,DSPFFRGR,GR,OMF,9,12.28
INF740KA1PV1,DSPFFDGR,GR,OMF,9,12.4
INF194KB1BL2,IDGIF2027G,GR,GMF,10,12.03
INF194KB1BP3,IGIF2027DG,GR,GMF,10,12.13
INF194KB1BS7,IDGIF2028G,GR,GMF,10,12.08
INF194KB1BV1,IGIF2028DG,GR,GMF,10,12.18
INF194KB1BT5,IDGIF2028P,DP,GMF,10,10.4
INF754K01MA7,EMFP6RPDP,DP,OMF,9,12.15
INF754K01MD1,EMFP6DRGP,GR,OMF,9,12.22
INF754K01LZ6,EMFP6RPGP,GR,OMF,9,12.15
INF209KB1W41,B70BB,GR,OMF,9,23.57
INF209KB1W58,B70A,DP,OMF,9,23.57
INF209KB1W74,B70Y,GR,OMF,9,24.08
INF209KB1W82,B70X,DP,OMF,9,24.08
INF209KB1V83,B69B,GR,OMF,9,21.11
INF209KB1V91,B69A,DP,OMF,9,21.11
INF209KB1W25,B69X,DP,OMF,9,21.57
INF209KB1W17,B69Y,GR,OMF,9,21.57
INF109KC1P57,IPRU3441L,GR,OMF,9,17.99
INF109KC1P81,IPRU9643L,GR,OMF,9,18.27
INF109KC1Q07,IPRU9644PL,DP,OMF,9,18.27
INF0GCD01198,185LFRGGR,GR,GMF,10,1196.93
INF0GCD01255,185LFDGGR,GR,GMF,10,1202.97
INF760K01JS2,CRFEDD,DP,OMF,9,18.63
INF760K01JQ6,CRFEDG,GR,OMF,9,19.79
INF760K01JT0,CRFEGP,GR,OMF,9,18.78
INF760K01JV6,CRFEDP,DP,OMF,9,17.6
INF179KC1BE5,HAARDPHMF,DP,OMF,9,16.77
INF179KC1BD7,HAARGRHMF,GR,OMF,9,16.77
INF179KC1BB1,HAADDPHMF,DP,OMF,9,17.45
INF179KC1BA3,HAADGRHMF,GR,OMF,9,17.45
INF00XX01952,ITIRPGU,GR,OMF,9,1168.67
INF00XX01AE2,ITIDPG1GU,GR,OMF,9,1201.85
INF209KB1Y23,B71B,GR,OMF,9,19.36
INF209KB1Y31,B71A,DP,OMF,9,19.37
INF209KB1Y56,B71X,DP,OMF,9,20.35
INF209KB1Y49,B71Y,GR,OMF,9,20.35
INF966L01AI3,166QMDP,DP,OMF,9,24.96
INF966L01AH5,166QMGP,GR,OMF,9,24.93
INF966L01AL7,166QMD1,DP,OMF,9,26.44
INF966L01AK9,166QMDG,GR,OMF,9,26.29
INF769K01HH0,MIRAEFPD1,GR,OMF,9,20.27
INF769K01HG2,MIRAEFPRG,GR,OMF,9,20.01
INF200KA1V76,IDX50631G,GR,OMF,9,19.83
INF200KA1V84,IDX50631DP,DP,OMF,9,19.83
INF200KA1W00,IDX50D631G,GR,OMF,9,20.15
INF200KA1W18,IDX50D631P,DP,OMF,9,20.15
INF277K015Z8,TDIVYFD,GR,OMF,9,19.38
INF277K018Z2,TDIVYFB,GR,OMF,9,18.28
INF277K019Z0,TDIVYFA,DR,OMF,9,18.28
INF277K016Z6,TDIVYFC,DR,OMF,9,19.38
INF846K01Z53,AXISGIGPG,GR,OMF,9,12.54
INF846K01Z20,AXISGIDGG,GR,OMF,9,13.01
INF846K01Z61,AXISGIDPD,DP,OMF,9,12.54
INF879O01175,PPCHFDPG,GR,OMF,9,14.27
INF879O01209,PPCHFRPG,GR,OMF,9,14.13
INF879O01191,PPCHFRMP,DP,OMF,9,11.18
INF879O01167,PPCHFDMP,DP,OMF,9,11.13
INF209KB1Z71,B79Y,GR,OMF,9,18.03
INF209KB1Z89,B79X,DP,OMF,9,18.03
INF209KB1Z55,B79A,DP,OMF,9,17.67
INF209KB1Z48,B79B,GR,OMF,9,17.67
INF00XX01AQ6,ITIDPG1GV,GR,OMF,9,18.78
INF00XX01AN3,ITIRPGV,GR,OMF,9,17.58
INF174KA1GX1,KTNTG,GR,OMF,9,15.88
INF174KA1HB5,KTNTDDP,DP,OMF,9,16.04
INF174KA1HA7,KTNTDG,GR,OMF,9,16.04
INF174KA1GY9,KTNTDP,DP,OMF,9,15.88
INF761K01FL3,BCDDG,GR,OMF,9,17.15
INF761K01FO7,BCRDG,GR,OMF,9,16.51
INF179KC1BK2,HBFRDPHMF,DP,OMF,9,14.42
INF179KC1BH8,HBFDDPHMF,DP,OMF,9,15.19
INF179KC1BG0,HBFDGRHMF,GR,OMF,9,16
INF179KC1BJ4,HBFRGRHMF,GR,OMF,9,15.23
INF109KC1Q98,IPRU3444,DP,OMF,9,18.53
INF109KC1Q80,IPRU3443,GR,OMF,9,18.54
INF109KC1R14,IPRU9645,GR,OMF,9,19.28
INF109KC1R22,IPRU9646,DP,OMF,9,19.28
INF846K011A2,AXISQFGPG,GR,OMF,9,16.98
INF846K01Z87,AXISQFDGG,GR,OMF,9,17.86
INF740K01GO9,DSPSBD,DP,OMF,9,1272.93
INF846K012A0,AXISQFDPD,DP,OMF,9,16.98
INF277KA1091,TFRFD,GR,OMF,9,11.9
INF277KA1026,TFRFH,GR,OMF,9,12.06
INF205KA1379,IMFMDFRGGP,GR,OMF,9,1157.05
INF205KA1429,IMFMDFDRGP,GR,OMF,9,1188.95
INF663L01W06,PRMSCG1,GR,OMF,9,16.95
INF663L01W30,PRMSCGP,GR,OMF,9,16.06
INF663L01W48,PRMSCDP,DP,OMF,9,15.63
INF00XX01AT0,ITIRPGD,GR,OMF,9,11.82
INF00XX01BC4,ITIDPG1GD,GR,OMF,9,12.21
INF959L01FQ0,NIGP,GR,OMF,9,15.81
INF959L01FP2,NI,GR,OMF,9,15.91
INF200KA1S55,SBIBFADPG,GR,OMF,9,21.32
INF200KA1S48,SBIBFARPD,DP,OMF,9,20.33
INF200KA1S63,SBIBFADPD,DP,OMF,9,21.31
INF200KA1S30,SBIBFARPG,GR,OMF,9,20.33
INF200KA1T70,SBIBFACDPG,GR,OMF,9,15.37
INF200KA1T54,SBIBFACRPG,GR,OMF,9,15.03
INF200KA1T62,SBIBFACRPD,DP,OMF,9,15.03
INF200KA1T21,SBIRPD,DP,OMF,9,13.56
INF200KA1T39,SBIDPG,GR,OMF,9,13.81
INF200KA1T13,SBIRPG,GR,OMF,9,13.56
INF846K012B8,AXISRFGPG,GR,OMF,9,1209.22
INF846K014A6,AXISRFDGG,GR,OMF,9,1223.61
INF277KA1182,TBCFC,DR,OMF,9,20.67
INF277KA1190,TBCFB,GR,OMF,9,19.64
INF277KA1216,TBCFA,DR,OMF,9,19.64
INF277KA1166,TBCFD,GR,OMF,9,20.67
INF0GCD01313,185STRGGR,GR,OMF,9,1166.91
INF0GCD01370,185STDGGR,GR,OMF,9,1184.77
INF760K01JW4,CRVFDG,GR,OMF,9,19.15
INF760K01JY0,CRVFDD,DP,OMF,9,18.95
INF760K01KB6,CRVFDP,DP,OMF,9,18.07
INF760K01JZ7,CRVFGP,GR,OMF,9,18.25
INF204KC1097,NIMFLCGP,GR,OMF,9,16.92
INF204KC1121,NIMFLCAG,GR,OMF,9,17.69
INF204KC1139,NIMFLCAP,DP,OMF,9,17.69
INF204KC1105,NIMFLCDP,DP,OMF,9,16.92
INF789F1AUY5,EYGPG,GR,OMF,9,15.71
INF789F1AVA3,EYG1G,GR,OMF,9,16.48
INF789F1AUZ2,EYDPD,DP,OMF,9,15.71
INF789F1AVB1,EYD1D,DP,OMF,9,16.48
INF194KB1CD7,IDFCUSEFRP,DP,OMF,9,14
INF194KB1CF2,IDFCUSEFDG,GR,OMF,9,14.46
INF194KB1CC9,IDFCUSEFRG,GR,OMF,9,14
INF174V01AP8,MMMFCRG,GR,OMF,9,16.23
INF174V01AR4,MMMFCRP,DP,OMF,9,15.05
INF174V01AS2,MMMFCDG,GR,OMF,9,17.18
INF179KC1BN6,HNEWRGHMF,GR,OMF,9,17.35
INF179KC1BM8,HNEWDGHMF,GR,OMF,9,17.64
INF769K01HN8,MAFMMD1,GR,GMF,10,1194.43
INF769K01HK4,MIRAEMMRG,GR,GMF,10,1181.14
INF582M01HO9,UNMMGR,GR,GMF,10,1162.07
INF582M01HG5,UNMMGD,GR,GMF,10,1186.86
INF200KA1Y40,BAF638G,GR,OMF,9,14.7
INF200KA1Y57,BAF638DP,DP,OMF,9,14.7
INF200KA1Y73,BAFD638G,GR,OMF,9,15.15
INF200KA1Y81,BAFD638P,DP,OMF,9,15.15
INF955L01KH7,BPFBCGPG,GR,OMF,9,16.23
INF955L01KK1,BPFBCD2G,GR,OMF,9,16.93
INF109KC1R55,IPRU3445,GR,OMF,9,16.37
INF109KC1R89,IPRU9647,GR,OMF,9,16.6
INF846K014C2,AXISVFDPD,DP,OMF,9,18.37
INF846K010C0,AXISVFDGG,GR,OMF,9,19.13
INF846K013C4,AXISVFGPG,GR,OMF,9,18.37
INF846K011C8,AXISVFD1D,DP,OMF,9,19.13
INF769K01HR9,MIRAESPD1,GR,OMF,9,15.47
INF769K01HQ1,MIRAESPRG,GR,OMF,9,15.29
INF179KC1BO4,HDWDGRHMF,GR,OMF,9,13.73
INF179KC1BP1,HDWRGRHMF,GR,OMF,9,13.54
INF174KA1HS9,KTMFRG,GR,OMF,9,19.08
INF174KA1HT7,KTMFRDP,DP,OMF,9,19.08
INF174KA1HV3,KTMFDG,GR,OMF,9,19.96
INF174KA1HW1,KTMFRDDP,DP,OMF,9,19.96
INF209KB16B1,B80B,GR,OMF,9,11.54
INF209KB18B7,B80Y,GR,OMF,9,11.6
INF209KB19B5,B80X,DP,OMF,9,11.6
INF209KB17B9,B80A,DP,OMF,9,11.55
INF109KC1S13,IPRU3447,GR,OMF,9,11.54
INF109KC1S88,IPRU9649,GR,OMF,9,11.6
INF109KC1S62,IPRU3450P,DP,OMF,9,11.54
INF109KC1U27,IPRU3454,GR,OMF,9.01,14.06
INF109KC1U50,IPRU9656,GR,OMF,9.01,14.25
INF109KC1U35,IPRU3455P,DP,OMF,9,14.06
INF109KC1U68,IPRU9657P,DP,OMF,9.08,14.24
INF247L01AQ1,GSGDG,GR,OMF,9,11.66
INF247L01AR9,GSGPG,GR,OMF,9,11.64
INF846K010D8,AXISABGPG,GR,OMF,9,11.45
INF846K017C5,AXISABDGG,GR,OMF,9,11.5
INF754K01MT7,EMFP7DGG,GR,OMF,9,11.63
INF754K01MP5,EMFP7RGG,GR,OMF,9,11.56
INF277K01FH8,TRSFM,GR,OMF,9,63.43
INF277K01QN3,TRSFMB,GR,OMF,9,74.58
INF277K01FI6,TRSFC,GR,OMF,9,30.6
INF277K01QM5,TRSFCB,GR,OMF,9,35.44
INF754K01NB3,EMFNIDGG,GR,OMF,9,14.28
INF754K01MX9,EMFNIRGG,GR,OMF,9,13.89
INF754K01NJ6,EMFQUDGG,GR,OMF,9,15.34
INF754K01NF4,EMFQURGG,GR,OMF,9,15.06
INF767K01QV6,BAGPG,GR,OMF,9,13.07
INF767K01QY0,BAG1G,GR,OMF,9,13.71
INF767K01QW4,BADDP,DP,OMF,9,12.35
INF0J8L01016,NJMFBARDD,DP,OMF,9,14.35
INF0J8L01040,NJMFBADGG,GR,OMF,9,14.89
INF0J8L01024,NJMFBARGG,GR,OMF,9,14.35
INF00XX01BO9,ITIDPG1P,GR,OMF,9,16.81
INF00XX01BM3,ITRPDPPH,DP,OMF,9,15.86
INF00XX01BL5,ITRPGPH,GR,OMF,9,15.86
INF109KC1U84,IPRU3456,GR,OMF,9,17.8
INF109KC1U92,IPRU3457P,DP,OMF,9,17.8
INF109KC1V18,IPRU9658,GR,OMF,9,18.13
INF109KC1V26,IPRU9659P,DP,OMF,9,18.12
INF179KC1BR7,HNNIRGHMF,GR,OMF,9,17
INF179KC1BQ9,HNNIDGHMF,GR,OMF,9,17.23
INF209KB19C3,B88X,DP,OMF,9,13.44
INF209KB15C1,B88B,GR,OMF,9,13.28
INF209KB18C5,B88Y,GR,OMF,9,13.43
INF209KB16C9,B88A,DP,OMF,9,13.28
INF209KB13D4,B90A,DP,OMF,9,15.02
INF209KB14D2,B90Y,GR,OMF,9,15.62
INF209KB12D6,B90B,GR,OMF,9,15.03
INF209KB15D9,B90X,DP,OMF,9,15.62
INF194KB1CI6,IDFCMCFRG,GR,OMF,9,17.21
INF194KB1CJ4,IDFCMCFRP,DP,OMF,9,17.21
INF194KB1CL0,IDFCMCFDG,GR,OMF,9,17.98
INF579M01AF8,IQRG,GR,OMF,9,19.55
INF579M01AI2,IQDG,GR,OMF,9,20.19
INF00XX01BU6,ITIDG1GBA,GR,OMF,9,14.16
INF00XX01BR2,ITIRPGBA,GR,OMF,9,13.39
INF109KC1V91,IPRU9660,GR,OMF,9,15.89
INF109KC1V67,IPRU3458,GR,OMF,9,15.68
INF966L01AN3,166VFDG,GR,OMF,9,22.72
INF966L01AR4,166VFDP,DP,OMF,9,21.82
INF966L01AQ6,166VFGP,GR,OMF,9,21.7
INF966L01AO1,166VFD1,DP,OMF,9,21.58
INF754K01NN8,EMFLMRGG,GR,OMF,9,16.4
INF754K01NR9,EMFLMDGG,GR,OMF,9,16.7
INF277KA1299,TCORPBFD,GR,OMF,9,11.54
INF277KA1331,TCORPBFC,DR,OMF,9,11.54
INF277KA1265,TCORPBFG,DR,OMF,9,11.72
INF277KA1356,TCORPBFB,DR,OMF,9,11.54
INF277KA1224,TCORPBFH,GR,OMF,9,11.72
INF179KC1BS5,HHMCDGHMF,GR,OMF,9,19.85
INF179KC1BW7,HHMCRDHMF,DP,OMF,9,18.15
INF179KC1BV9,HHMCRGHMF,GR,OMF,9,19.16
INF179KC1BT3,HHMCDDHMF,DP,OMF,9,18.93
INF846K016D5,AXISN5GPG,GR,OMF,9,14.54
INF846K017D3,AXISN5DPD,DP,OMF,9,14.54
INF846K013D2,AXISN5DGG,GR,OMF,9,14.65
INF846K014D0,AXISN5D1D,DP,OMF,9,14.65
INF846K016E3,AXISMTGPG,GR,OMF,9,17.37
INF846K013E0,AXISMTDGG,GR,OMF,9,18.03
INF846K014E8,AXISMTD1D,DP,OMF,9,18.03
INF846K017E1,AXISMTDPD,DP,OMF,9,17.37
INF109KC1W33,IPRU3461P,DP,OMF,9,18.66
INF109KC1W58,IPRU9662,GR,OMF,9,19.03
INF109KC1W25,IPRU3460,GR,OMF,9,18.66
INF109KC1W66,IPRU9663P,DP,OMF,9,19.03
INF754K01NV1,EMFO2D2R,GR,OMF,9,11.7
INF754K01NY5,EMFO2D1G,GR,OMF,9,11.7
INF174V01BB6,MMMBARG,GR,OMF,9,14.1
INF174V01BC4,MMMBARP,DP,OMF,9,13
INF174V01BE0,MMMBADG,GR,OMF,9,14.8
INF109KC1X81,IPRU3467,GR,OMF,9,13.64
INF109KC1X99,IPRU3468P,DP,OMF,9,13.64
INF109KC1Y15,IPRU9669,GR,OMF,9,13.8
INF959L01FR8,NEXTFIFTY,GR,OMF,9,17.29
INF959L01FS6,NEXTFIFTY1,GR,OMF,9,17.07
INF0K1H01016,FCRG,GR,OMF,9,12.29
INF0K1H01024,FCDG,GR,OMF,9,12.76
INF109KC1Z55,IPRU9671,GR,OMF,9,15.54
INF109KC1Z22,IPRU3469,GR,OMF,9,15.15
INF846K019E7,AXISN6DGG,GR,OMF,9,17.97
INF846K012F9,AXISN6GPG,GR,OMF,9,17.71
INF846K010F3,AXISN6D1D,DP,OMF,9,17.97
INF200KA10D1,CPSE649G,GR,OMF,9,11.46
INF200KA11D9,CPSE649DP,DP,OMF,9,11.46
INF200KA13D5,CPSED649G,GR,OMF,9,11.51
INF173K01AH0,PMFXFDP,DP,OMF,9,90.85
INF173K01AG2,PMFXFGP,GR,OMF,9,178.82
INF173K01EW1,PMFXFZP,DP,OMF,9,95.28
INF173K01EZ4,PMFXFZG,GR,OMF,9,187.53
INF173K01DG6,PMFFFIG,GR,OMF,9,3246.86
INF173K01DJ0,PMFFFIM,DP,OMF,9,1085.87
INF173K01FS6,PMFFFZG,GR,OMF,9,3458.47
INF173K01197,PMFLCDP,DP,OMF,9,45.68
INF173K01189,PMFLCGP,GR,OMF,9,163.66
INF173K01EK6,PMFLCZG,GR,OMF,9,179.63
INF173K01EM2,PMFLCZP,DP,OMF,9,49.23
INF173K01CU9,PMFMMIG,GR,OMF,9,2542.28
INF173K01CX3,PMFMMIM,DP,OMF,9,1060.53
INF173K01HI3,PMFMMZG,GR,OMF,9,2743.12
INF173K01NF7,PMFAFZG,GR,OMF,9,14.31
INF173K01NB6,PMFAFRG,GR,OMF,9,13.67
INF173K01361,PMFTFGP,GR,OMF,9,496.29
INF173K01HZ7,PMFTFZG,GR,OMF,9,527.98
INF173K01NN1,PMFTFZD,DP,OMF,9,527.45
INF173K01NM3,PMFTFRD,DP,OMF,9,429.29
INF903JA1KI5,176ISB2,GR,OMF,9,14.9
INF173K01BA3,PMFISIG,GR,OMF,9,41.24
INF173K01BB1,PMFISIM,DP,OMF,9,12.86
INF173K01GP0,PMFISZG,GR,OMF,9,44.4
INF173K01CL8,PMFSBGP,GR,OMF,9,157.43
INF173K01CI4,PMFSBDP,DP,OMF,9,29.99
INF173K01FE6,PMFSBZG,GR,OMF,9,178.64
INF173K01FB2,PMFSBZP,DP,OMF,9,45.31
