ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF174K01VN2,KMEDIUMAD,DP,OMF,9,12.97
INF179KA1I61,CDNDT,DP,OMF,9,21.16
INF179KA1I87,CDNDR,DP,OMF,9,20.68
INF179KA1FZ3,CDOGT,GR,OMF,9,24.14
INF179KA1GD8,CDODR,DP,OMF,9,10.38
INF179KA1GC0,CDOGR,GR,OMF,9,22.46
INF179KA1GA4,CDODT,DP,OMF,9,10.71
INF179KA1JA8,HBPDT,DP,OMF,9,10.04
INF179KA1JD2,BPRD,DP,OMF,9,10.15
INF179KA1JC4,BPRG,GR,OMF,9,21.44
INF179KA1IZ7,HBPGT,GR,OMF,9,22.25
INF090I01KO5,FIBPDFGP,GR,OMF,9,20.95
INF090I01KR8,FIBPDFDGP,GR,OMF,9,21.82
INF247L01502,CPGDG,GR,OMF,9,62.9
INF247L01528,CPPDD,DP,OMF,9,35.72
INF247L01478,CPGPG,GR,OMF,9,57.21
INF247L01494,CPDPD,DP,OMF,9,34.59
INF205K01B15,RGFGEIRGGP,GR,OMF,9,25.24
INF205K01B49,IMFGED1GR,GR,OMF,9,27.75
INF903J01F76,SIARDP,DP,OMF,9,63.52
INF903J01G00,540,DP,OMF,9,67.89
INF903J01F92,82PD,GR,OMF,9,101.88
INF903J01F68,SIARG,GR,OMF,9,95.81
INF109KA1UA0,IPRU8573,GR,OMF,9,56.89
INF109KA1UB8,IPRU8574P,DP,OMF,9,28.53
INF109KA1TX4,IPRU2373,GR,OMF,9,51.6
INF109KA1TY2,IPRU2374P,DP,OMF,9,22.98
INF090I01KX6,FIFFEGFDGP,GR,OMF,9,12.17
INF582M01BY1,UNSMFG,GR,OMF,9,49.67
INF582M01CA9,UNSMFP,DP,OMF,9,43.13
INF582M01BU9,UNSMFGD,GR,OMF,9,54.26
INF204KA1PZ1,RELCBFGRGR,GR,OMF,9,14.39
INF204KA1QF1,RELCBFDPGP,GR,OMF,9,15.51
INF204KA1QB0,RELCBFDPDP,DP,OMF,9,12.32
INF754K01EF3,ATGPG,GR,OMF,9,18.29
INF754K01EA4,ATDG,GR,OMF,9,19.51
INF754K01EG1,ATDPD,DP,OMF,9,13.42
INF754K01EB2,ATDD,DP,OMF,9,13.95
INF754K01HT7,EMFARBMDRP,DP,OMF,9,14.95
INF754K01HW1,EMFARBMDDP,DP,OMF,9,16.03
INF846K01PR8,AXISIODPD,DP,OMF,9,10.15
INF846K01PJ5,AXISIODG,GR,OMF,9,22.14
INF846K01PO5,AXISIOGP,GR,OMF,9,19.93
INF740K01Z35,DSPGAFRDP,DP,OMF,9,16.34
INF740K01Z27,DSPGAFRG,GR,OMF,9,19.88
INF740K01Z50,DSPGAFDGR,GR,OMF,9,20.92
INF179KA1RT1,HLCFRG,GR,OMF,9,336.9
INF179KA1RU9,HLCFRDP,DP,OMF,9,40
INF179KA1RQ7,HLCFDG,GR,OMF,9,351.74
INF179KA1RR5,HLCFDDP,DP,OMF,9,51.01
INF179KA1SA9,HSMCFRDP,DP,OMF,9,49.58
INF179KA1RZ8,HSMCFRG,GR,OMF,9,139.1
INF179KA1RW5,HSMCFDG,GR,OMF,9,156.94
INF179KA1RX3,HSMCFDDP,DP,OMF,9,72.66
INF179KA1SF8,HDPEFOFRG,GR,OMF,9,39.07
INF179KA1SG6,HDPEFOFRDP,DP,OMF,9,34.24
INF179KA1SC5,HDPEFOFDG,GR,OMF,9,42.84
INF205K01I83,IMFCBD1GR,GR,OMF,9,1954.57
INF205K01I34,RGFCBOFGPG,GR,OMF,9,1773.94
INF846K01QC8,AXISEAGPG,GR,OMF,9,17.65
INF846K01PZ1,AXISEADG,GR,OMF,9,19.06
INF846K01QA2,AXISEAD1D,DP,OMF,9,11.95
INF846K01QD6,AXISEADPD,DP,OMF,9,11.04
INF204KA1SI1,REJAPEQDGR,GR,OMF,9,20.83
INF204KA1SH3,RELJAPEQGR,GR,OMF,9,18.86
INF109KA1N46,IPRU2498,GR,GMF,10,22.8
INF109KA1O37,IPRU8698,GR,GMF,10,23.28
INF109KA1O52,IPRU8700P,DP,GMF,10,11.38
INF740K012I0,DSP10YRGR,GR,GMF,10,20.26
INF740K019I5,DSP10YDGR,GR,GMF,10,20.72
INF194KA1UF5,IDFC300,DP,OMF,9,15.18
INF194KA1UH1,IDFCD299,GR,OMF,9,26.69
INF194KA1UI9,IDFCD300,DP,OMF,9,17.25
INF194KA1UE8,IDFC299,GR,OMF,9,23.36
INF174K01C78,KESFRG,GR,OMF,9,25.18
INF174K01D28,KKSFG35D,GR,OMF,9,27.38
INF174K01C86,KESFMD,DP,OMF,9,18.43
INF174K01D36,K36D,DP,OMF,9,19.65
INF579M01902,IGDG,GR,OMF,9,54.04
INF579M01910,IGDDP,DP,OMF,9,53.48
INF579M01878,IGRG,GR,OMF,9,48.1
INF579M01886,IGRDP,DP,OMF,9,42.56
INF084M01AC6,B106DP,DP,OMF,9,27.04
INF084M01AB8,B105G,GR,OMF,9,100.59
INF084M01DJ5,BD105,GR,OMF,9,113.05
INF084M01DK3,BD106P,DP,OMF,9,30.44
INF084M01AE2,B103B,GR,OMF,9,62.69
INF084M01DM9,B103Y,GR,OMF,9,32.78
INF084M01AF9,B103A,DP,OMF,9,57.73
INF084M01AH5,B104B,GR,OMF,9,34.92
INF084M01DP2,BD1034,GR,OMF,9,36.8
INF084M01AZ7,B374,GR,OMF,9,31.82
INF084M01EH7,BD374,GR,OMF,9,33.67
INF084M01AT0,59B,GR,OMF,9,24.33
INF789F01PK5,CPIWR,DR,GMF,10,1053.94
INF084M01EB0,BD1050,GR,OMF,9,25.34
INF090I01LE4,FIMASGR,GR,OMF,9,18.63
INF090I01LF1,FIMASDP,DP,OMF,9,18.63
INF090I01LH7,FIMASDGR,GR,OMF,9,20.83
INF209KA1TP9,B249Y,GR,OMF,9,22.78
INF760K01EM6,CRFRDR,DR,OMF,9,10.26
INF209KA1TT1,B249A,DP,OMF,9,13.38
INF209KA1TS3,B249B,GR,OMF,9,20.65
INF109KA14I5,IPRU2556,GR,OMF,9,21.18
INF109KA13J5,IPRU8760P,DP,OMF,9,15.49
INF109KA16I0,IPRU2558P,DP,OMF,9,13.24
INF109KA11J9,IPRU8758,GR,OMF,9,22.64
INF247L01551,LTDPD,DP,OMF,9,32.4
INF247L01577,LTPDD,DP,OMF,9,40.55
INF247L01544,LTGPG,GR,OMF,9,51.06
INF247L01569,LTGDG,GR,OMF,9,57.87
INF955L01FP0,BPMFCOGP,GR,OMF,9,20.61
INF955L01FR6,BPMFCOD2,GR,OMF,9,22.53
INF209KA1YH6,B250B,GR,OMF,9,32.66
INF209KA1YL8,B250X,DP,OMF,9,24.08
INF209KA1YI4,B250A,DP,OMF,9,22.23
INF209KA1YK0,B250Y,GR,OMF,9,35.6
INF204KA1B80,RELREWCB,GR,OMF,9,29.22
INF204KA1B64,RELREWCG,GR,OMF,9,29.22
INF204KA1C14,RELREWCDDP,DP,OMF,9,26.1
INF204KA1C06,RELREWCDP,DP,OMF,9,22.86
INF204KA1B72,RELREWCDG,GR,OMF,9,32.64
INF204KA1C30,RELREIGDG,GR,OMF,9,21.87
INF204KA1C71,RELREIGDDP,DP,OMF,9,21.87
INF204KA1C63,RELREIGDP,DP,OMF,9,19.4
INF204KA1C22,RELREIGG,GR,OMF,9,19.4
INF740K01QK6,DPSTBDDR,DR,OMF,9,2292.61
INF767K01NE9,MCG1G,GR,OMF,9,44.51
INF767K01NB5,MCGPG,GR,OMF,9,39.15
INF767K01NA7,MCDPD,DP,OMF,9,31.69
INF178L01BY0,KKCBG258G,GR,OMF,9,3652.44
INF178L01BO1,PB208G,GR,OMF,9,3508.16
INF178L01BQ6,PB208MP,DP,OMF,9,1142.82
INF178L01095,INFRA,GR,OMF,9,68.59
INF178L01079,INFRA,DP,OMF,9,54.86
INF178L01AK1,K53D,DP,OMF,9,79.04
INF178L01AL9,KKIEG53G,GR,OMF,9,79.95
INF178L01202,STSG,GR,OMF,9,3136.4
INF178L01210,STSMDP,DP,OMF,9,1195.5
INF663L01FJ3,PRMDEGP,GR,OMF,9,35.32
INF663L01FG9,PRMDED1,DP,OMF,9,23.06
INF663L01FK1,PRMDEDPP,DP,OMF,9,20.67
INF663L01FF1,PRMDEG1,GR,OMF,9,40.77
INF200KA1473,SBIBFSFGR,GR,OMF,9,36.8
INF200KA1507,SBBFSD464G,GR,OMF,9,40.69
INF200KA1481,SBIBFSFDP,DP,OMF,9,33.04
INF761K01DH6,BOICSRGG,GR,OMF,9,11.59
INF761K01DG8,CSDG,GR,OMF,9,11.84
INF767K01NG4,BKDPD,DP,OMF,9,19.38
INF767K01NH2,BKGPG,GR,OMF,9,19.39
INF767K01NK6,BKG1G,GR,OMF,9,21.61
INF740K013Q1,DSPUSTDGR,GR,OMF,9,19.15
INF740K018P2,DSPUSTRGR,GR,OMF,9,18.6
INF903J01IN3,SFSTPRG,GR,OMF,9,40.07
INF903J01IO1,SFSTPRMDP,DP,OMF,9,11.57
INF903J01LY4,SFSTPRB,GR,OMF,9,20.21
INF903J01PA5,153DP,GR,OMF,9,40.59
INF209KA1K47,B380B,GR,OMF,9,19.45
INF209KA1K96,B380X,DP,OMF,9,12.6
INF209KA1K54,B380A,DP,OMF,9,11.57
INF209KA1K88,B380Y,GR,OMF,9,21.15
INF082J01176,QMFDBGPG,GR,OMF,9,20.3
INF082J01218,QMFDBRGG,GR,OMF,9,20.06
INF789FB1JU4,MZGPG,GR,OMF,9,17.07
INF204KA1T56,RBAPSUGR,GR,OMF,9,19.34
INF204KA1U53,RBAPSUDGR,GR,OMF,9,20
INF204KA1T72,RBAPSUDP,DP,OMF,9,19.34
INF204KA1U38,RBAPSUMDP,DP,OMF,9,10.7
INF204KA1V94,REQSAVGR,GR,OMF,9,15.39
INF204KA1W77,REQSAVDGR,GR,OMF,9,16.8
INF204KA1W10,REQSAVDP,DP,OMF,9,13.18
INF204KA1W51,REQSAVMDP,DP,OMF,9,13
INF204KA1W36,REQSAVQDP,DP,OMF,9,12.99
INF200KA1DB2,SBIESFRDPM,DP,OMF,9,21.02
INF200KA1DD8,SBIESFRDPQ,DP,OMF,9,21.44
INF200KA1DA4,SBIESFRG,GR,OMF,9,22.67
INF769K01DH9,MIRAEPFD1,GR,OMF,9,35.92
INF769K01DI7,MIRAEPFD2,DP,OMF,9,22.04
INF769K01DE6,MIRAEPFRGG,GR,OMF,9,31.16
INF769K01DF3,MIRAEPFRDD,DP,OMF,9,18.33
INF204KA12G2,REUSEOGR,GR,OMF,9,31.32
INF204KA15G5,REUSEODGR,GR,OMF,9,34.59
INF204KA13G0,REUSEODP,DP,OMF,9,31.32
INF204KA16G3,REUSEODDP,DP,OMF,9,34.59
INF846K01XR2,AXISSESRDD,DP,OMF,9,13.39
INF846K01VJ3,AXISESDGG,GR,OMF,9,23.88
INF846K01VK1,AXISESDMD,DP,OMF,9,14.19
INF846K01VO3,AXISESGPG,GR,OMF,9,21.34
INF846K01VP0,AXISESDPD,DP,OMF,9,12.38
INF846K01VR6,AXISESQDD,DP,OMF,9,12.84
INF666M01BE4,IBMVDDG,GR,OMF,9,30.66
INF666M01BH7,IBMVDRG,GR,OMF,9,26.05
INF663L01FQ8,PRMTFGP,GR,OMF,9,33.85
INF663L01FR6,PRMTFDP,DP,OMF,9,19.38
INF663L01FO3,PRMTFD1,DP,OMF,9,20.28
INF663L01FN5,PRMTFG1,GR,OMF,9,38.21
INF959L01CG8,PLFLADP,DP,OMF,9,29.66
INF959L01CD5,PLFLAGD,GR,OMF,9,34.56
INF959L01CF0,PLFLAGP,GR,OMF,9,29.66
INF959L01CH6,PLFMCGD,GR,OMF,9,42.07
INF959L01CK0,PLFMCGP,GR,OMF,9,35.8
INF959L01CL8,PLFMCDP,DP,OMF,9,35.79
INF959L01CV7,PLFMCAD,DP,OMF,9,36.82
INF769K01DM9,MIRAETSD1,GR,OMF,9,53.57
INF769K01DN7,MIRAETSD2,DP,OMF,9,31.8
INF769K01DL1,MIRAETSRDD,DP,OMF,9,27.25
INF769K01DK3,MIRAETSRGG,GR,OMF,9,47.76
INF277K01Z36,TATABSDZ,DR,OMF,9,43.41
INF277K01Z10,TATABSGZ,GR,OMF,9,43.41
INF277K01Y86,TBSG,GR,OMF,9,37.77
INF277K01Z02,TBSD,DR,OMF,9,34.74
INF277K01Z44,TDIFG,GR,OMF,9,50.86
INF277K01Z93,TATADIFDZ,DR,OMF,9,58.58
INF277K01Z69,TDIFD,DR,OMF,9,50.86
INF277K01Z77,TATADIFGZ,GR,OMF,9,58.58
INF277K015A1,TATAICFDZ,DR,OMF,9,51.12
INF277K012A8,TICFD,DR,OMF,9,41.44
INF277K010A2,TICFG,GR,OMF,9,44.94
INF277K013A6,TATAICFGZ,GR,OMF,9,51.12
INF277K011B8,TATAIPHDZ,DR,OMF,9,34.19
INF277K019A3,TATAIPHGZ,GR,OMF,9,34.19
INF277K018A5,TIPHD,DR,OMF,9,29.8
INF277K016A9,TIPHG,GR,OMF,9,29.8
INF277K015B9,TATAREFGZ,GR,OMF,9,52.46
INF277K012B6,TREFG,GR,OMF,9,45.37
INF277K017B5,TATAREFDZ,DR,OMF,9,52.46
INF277K014B2,TREFD,DR,OMF,9,41.5
INF194KA1L81,IDFC303,GR,OMF,9,17.9
INF194KA1M23,IDD303GR,GR,OMF,9,18.38
INF740KA1DQ7,DSPAFDMP,DP,OMF,9,12.57
INF194KA1R28,ID305DP,DP,OMF,9,10.64
INF179KB1MG8,HRETEQR,GR,OMF,9,50.19
INF179KB1MI4,HRETHER,GR,OMF,9,37.81
INF179KB1MK0,HRETHDR,GR,OMF,9,20.68
INF740KA1462,DSPESRMDP,DP,OMF,9,14.01
INF740KA1488,DSPESRQDP,DP,OMF,9,14.01
INF740KA1504,DSPESDGR,GR,OMF,9,22.85
INF740KA1439,DSPESRGR,GR,OMF,9,20.54
INF740KA1447,DSPESRDP,DP,OMF,9,12.71
INF223J01NS5,PRMCFD1,GR,GMF,10,323.73
INF663L01GU8,PRMFEDPD,DP,OMF,9,21.76
INF663L01GW4,PRMFEGP,GR,OMF,9,335.26
INF663L01GR4,PRMFED1,GR,OMF,9,392.27
INF663L01GS2,PRMFED2,DP,OMF,9,30.65
INF223J01DB2,PRMFBRG,GR,OMF,9,40.23
INF223J01OO2,PRMFBD1,GR,OMF,9,44.53
INF223J01QL3,PRM2FD2,DR,OMF,9,10.02
INF223J01QO7,PRM2FD1,GR,OMF,9,33.41
INF223J01FK8,FFIG,GR,OMF,9,32.13
INF223J01FC5,PRMMARM,DP,OMF,9,12.85
INF223J01FB7,PRMMARG,GR,OMF,9,46.77
INF223J01QD0,PRMMAD1,GR,OMF,9,52.6
INF663L01HA8,PRMIODP,DP,OMF,9,15.89
INF663L01HC4,PRMIOGPG,GR,OMF,9,123.69
INF663L01GX2,PRMIOD1,GR,OMF,9,145.56
INF663L01NY6,DPRMIOMD,DP,OMF,9,25.03
INF223J01AY0,PRMGTGPG,GR,OMF,9,14.42
INF223J01NL0,PRMGTD1,GR,OMF,9,16.29
INF223J01AQ6,PRMGFGP,GR,GMF,10,28.51
INF223J01ND7,PRMGFD1,GR,GMF,10,30.59
INF223J01AU8,PRMGAGRG,GR,OMF,9,41.92
INF223J01NF2,PRMGAD1,GR,OMF,9,47.03
INF223J013N7,PRMARD1,GR,OMF,9,18.46
INF223J019N4,DWSARGP,GR,OMF,9,17.38
INF223J011M3,DWSARMDP,DP,OMF,9,11.28
INF761K01DM6,BOIMCDGG,GR,OMF,9,41.92
INF761K01DQ7,MCRDD,DP,OMF,9,32.98
INF761K01DP9,MCRGG,GR,OMF,9,38.91
INF761K01DN4,BOIMCDDD,DP,OMF,9,34.21
INF174V01010,MMMLFRG,GR,GMF,10,1600.85
INF174V01044,MMMLFDG,GR,GMF,10,1616.47
INF174V01085,MMMKYRD,DP,OMF,9,19.54
INF174V01093,MMMKYDG,GR,OMF,9,32.85
INF174V01101,MMMKYDD,DP,OMF,9,23.36
INF174V01077,MMMKYRG,GR,OMF,9,28.41
INF247L01601,DEADD,DP,OMF,9,16.57
INF247L01643,DEDQD,DP,OMF,9,15.01
INF247L01585,DEGPGG,GR,OMF,9,21.76
INF247L01593,DEQDD,DP,OMF,9,14.22
INF247L01635,DEGDG,GR,OMF,9,23.88
INF843K01047,JPEGR,GR,OMF,9,85.32
INF843K01054,JPEDI,DP,OMF,9,32.54
INF843K01AM8,EMFEFD2,DP,OMF,9,38.43
INF843K01AL0,EMFEFD1,GR,OMF,9,99.07
INF754K01GZ6,EMFLIQDRGR,GR,GMF,10,3145.48
INF754K01GO0,EMFLIQDDP,DP,GMF,10,3206.92
INF754K01GP7,EMFLIQDDDR,DR,GMF,10,1085.51
INF754K01GM4,EMFLIQDGP,GR,GMF,10,3206.91
INF754K01GW3,EMFLIQDDMP,DP,GMF,10,1009.05
INF843K01013,JPSGR,GR,OMF,9,96.19
INF843K01021,JPSDI,DP,OMF,9,55.46
INF843K01AP1,EMFMSD2,DP,OMF,9,80.9
INF843K01AO4,EMFMSD1G,GR,OMF,9,110.95
INF843K01344,JARGR,GR,GMF,10,26.76
INF843K01377,JAIGR,GR,GMF,10,22.9
INF843K01351,JARDI,DP,GMF,10,25.18
INF843K01CE1,EMFAID1,GR,GMF,10,29.33
INF843K01138,JPCGR,GR,OMF,9,33.8
INF843K01AU1,EMFGCD1,GR,OMF,9,37.67
INF843K01609,JASGR,GR,OMF,9,26.12
INF843K01AW7,EMFASD1,GR,OMF,9,28.97
INF843K01ED9,JPUSE,GR,OMF,9,30.15
INF843K01EC1,EMFUSD1,GR,OMF,9,33.05
INF843K01FK1,JPBPG,GR,OMF,9,22.91
INF843K01FC8,EMFPSD1,GR,OMF,9,23.68
INF843K01GJ1,JPDGR,GR,OMF,9,19.33
INF843K01GI3,EMFEDFDRGP,GR,OMF,9,21.16
INF843K01HC4,JPGGR,GR,GMF,10,23.2
INF843K01GS2,JDGGR,GR,GMF,10,24.54
INF843K01GU8,JDGDP,DP,GMF,10,24.45
INF843K01IZ3,EMFEMD1G,GR,OMF,9,16.64
INF843K01IY6,JP114,GR,OMF,9,15.43
INF843K01KC8,EMFEID1,GR,OMF,9,25.75
INF843K01KI5,JP117,DP,OMF,9,16.27
INF843K01KG9,JP115,GR,OMF,9,23.54
INF754K01IN8,EMFDEIMDDP,DP,OMF,9,16
INF843K01KK1,JD119,GR,OMF,9,43.29
INF843K01KN5,JP119,GR,OMF,9,37.95
INF843K01KO3,JP120,DP,OMF,9,31.16
INF194KA1U15,IDFC311,GR,OMF,9,24.25
INF194KA1U56,IDFCHEFDG,GR,OMF,9,27.07
INF194KA1U64,IDFCHEFDP,DP,OMF,9,21.69
INF194KA1U23,IDFC312,DP,OMF,9,19.44
INF174V01184,MMMDYDG,GR,OMF,9,22.78
INF174V01168,MMMDYRP,DP,OMF,9,14.15
INF174V01150,MMMDYRG,GR,OMF,9,19.82
INF194KA1X61,IDFCCOFDG,GR,OMF,9,16.59
INF194KA1W39,IDFC313,GR,OMF,9,15.42
INF174V01267,MMMSYDG,GR,OMF,9,1636.24
INF174V01218,MMMSYRG,GR,OMF,9,1535.84
INF769K01DP2,MIRAEDBRD,DP,OMF,9,15.16
INF769K01DR8,MIRAEDBDG,GR,OMF,9,16.45
INF769K01DO5,MIRAEDBRG,GR,OMF,9,15.16
INF174V01366,MMMBYDP,DP,OMF,9,31.79
INF174V01317,MMMBYRG,GR,OMF,9,35.49
INF174V01333,MMMBYRP,DP,OMF,9,26.95
INF174V01341,MMMBYDG,GR,OMF,9,40.66
INF582M01CQ5,UNFLFG,GR,OMF,9,23.48
INF582M01CU7,UNFLFGD,GR,OMF,9,24.72
INF582M01CV5,UNFLFPD,DP,OMF,9,24.72
INF582M01CR3,UNFLFP,DP,OMF,9,23.48
INF846K01ZM8,AXISCODGG,GR,OMF,9,16.7
INF846K01ZU1,AXISCOGPG,GR,OMF,9,15.86
INF846K01A03,AXISCORDD,DP,OMF,9,12.25
INF846K01A29,AXISDEDGG,GR,OMF,9,21.98
INF846K01A37,AXISDED1D,DP,OMF,9,14.87
INF846K01A52,AXISDEGPG,GR,OMF,9,19.95
INF846K01A60,AXISDEDPD,DP,OMF,9,13.93
INF666M01DK7,IBTSG1IBMF,GR,OMF,9,22.58
INF666M01DO9,IBTSRDIBMF,DP,OMF,9,20.21
INF666M01DN1,IBTSRGIBMF,GR,OMF,9,20.21
INF109KB17W7,IPRU3007,GR,OMF,9,26.09
INF109KB19W3,IPRU3008,DP,OMF,9,26.09
INF109KB10X0,IPRU9209,GR,OMF,9,26.41
INF109KB12X6,IPRU9210,DP,OMF,9,26.41
INF740KA1CO4,DSPENRGR,GR,OMF,9,25.14
INF740KA1CP1,DSPENRDP,DP,OMF,9,22.75
INF740KA1CR7,DSPENDGR,GR,OMF,9,25.98
INF740KA1CS5,DSPENDDP,DP,OMF,9,23.58
INF179KC1AV1,HODD1,DP,OMF,9,20.07
INF179KC1AY5,HORD1,DP,OMF,9,18.46
INF179KC1AX7,HORG1,GR,OMF,9,23.64
INF179KC1AU3,HODG1,GR,OMF,9,25.32
INF846K01B28,AXISMLDGG,GR,OMF,9,28.07
INF846K01B02,AXISMLD1D,DP,OMF,9,19.4
INF846K01B51,AXISMLGPG,GR,OMF,9,25.66
INF846K01B36,AXISMLDPD,DP,OMF,9,17.92
INF582M01DI0,UNPFG,GR,OMF,9,19.7
INF582M01DK6,UNPFP,DP,OMF,9,19.7
INF582M01DE9,UNPFGD,GR,OMF,9,21.01
INF174V01499,MMEBYRP,DP,OMF,9,27.55
INF174V01523,MMEBYDP,DP,OMF,9,31.34
INF174V01473,MMEBYRG,GR,OMF,9,33.81
INF174V01507,MMEBYDG,GR,OMF,9,37.77
INF740KA1DL8,DSPAFRMP,DP,OMF,9,11.48
INF740KA1DR5,DSPAFDMR,DR,OMF,9,12.57
INF740KA1DI4,DSPAFRGR,GR,OMF,9,14.12
INF740KA1DN4,DSPAFDGR,GR,OMF,9,14.7
INF754K01MH2,EMFMORGG,GR,OMF,9,26.58
INF754K01MI0,EMFMORDP,DP,OMF,9,26.57
INF754K01MM2,EMFMODDP,DP,OMF,9,28.13
INF754K01ML4,EMFMODGG,GR,OMF,9,28.13
INF769K01DX6,MIRAESTD1,GR,OMF,9,15.46
INF769K01DU2,MIRAESTRG,GR,OMF,9,14.69
INF959L01DI2,PLFEHGP,GR,OMF,9,20.18
INF959L01CX3,PLFEHGD,GR,OMF,9,22.6
INF959L01DJ0,PLFEHDP,DP,OMF,9,20.18
INF582M01DY7,UNCBG,GR,OMF,9,14.2
INF582M01DU5,UNCBGD,GR,OMF,9,14.48
INF879O01035,PPLFLFG,GR,GMF,10,1368.91
INF879O01076,PPLFLFMDPZ,DP,GMF,10,1006.83
INF879O01068,PPLFLFGZ,GR,GMF,10,1377.64
INF789FC11T3,NYGPG,GR,OMF,9,26.09
INF789FC12T1,NYG1G,GR,OMF,9,26.93
INF955L01GX2,BPMFUSIGG,GR,OMF,9,1447.66
INF955L01HA8,BPMFUSD2,GR,OMF,9,1464.19
INF955L01GZ7,BPMFUSD1,DR,OMF,9,1007.08
INF204K01UF5,RELLIQCMDP,DP,OMF,9,1019.62
INF204K01YG5,CPAWRMF,DR,OMF,9,1092.37
INF204K01UE8,RELLIQCPGP,GR,OMF,9,3789.78
INF204K01YH3,RELCASDPGP,GR,OMF,9,4152.68
INF204K01UD0,RELLIQCWDR,DR,OMF,9,1092.3
INF204K01YI1,RELCASDPMD,DP,OMF,9,1029.58
INF204K01UC2,RELLIQCDDR,DR,OMF,9,1114.15
INF205K010Q5,IMFEBFRGDP,DP,OMF,9,21.64
INF205K011Q3,IMFEBFRGGP,GR,OMF,9,21.64
INF205K014Q7,IMFEBD1GR,GR,OMF,9,23.83
INF192K01AV1,JMFLDPD,DR,OMF,9,10.82
INF192K01AY5,JMMMPG,GR,OMF,9,34.75
INF192K01FL1,JMMMP5,DP,OMF,9,21.42
INF192K01DW3,JMMMP4,GR,OMF,9,35.58
INF761K01ED3,AFDG,GR,OMF,9,13.57
INF761K01EE1,AFDM,GR,OMF,9,12.24
INF761K01DW5,AFRG,GR,OMF,9,13.07
INF204KB1ZB0,RMFNLGPGR,GR,OMF,9,16.8
INF204KB1ZK1,RMFNLDPDP,DP,OMF,9,12.16
INF204KB1YQ1,NLAGG,GR,OMF,9,17.13
INF204KB1YT5,NLAMRMF,DP,OMF,9,11.88
INF204KB1YR9,NLARRMF,DP,OMF,9,17.13
INF204KB1ZG9,RMFNLQPDP,DP,OMF,9,11.57
INF204KB1YV1,NLAQRMF,DP,OMF,9,11.62
INF769K01ED6,MIRAEHCD1,GR,OMF,9,41.07
INF769K01EE4,MIRAEHCD2,DP,OMF,9,29.18
INF769K01EA2,HCRGG,GR,OMF,9,37.33
INF769K01EB0,HCRDD,DP,OMF,9,25.92
INF959L01EE9,PLFMFGP,GR,OMF,9,23.39
INF959L01EF6,PLFMFDP,DP,OMF,9,23.4
INF959L01DT9,PLFMFGD,GR,OMF,9,26.43
INF109KC1GE9,IPRU3131,GR,OMF,9,36.68
INF109KC1GH2,IPRU9333,GR,OMF,9,39.21
INF109KC1GG4,IPRU3132,DP,OMF,9,23.33
INF109KC1GJ8,IPRU9334,DP,OMF,9,25.59
INF109KC1FX1,IPRU5005,GR,OMF,9,34.17
INF109KC1FW3,IPRU5004,GR,OMF,9,34.16
INF194KA10Q8,IDFC327,GR,OMF,9,14.3
INF194KA16R3,IDFCUSTFDG,GR,OMF,9,14.45
INF194KA15Q7,IDFC331,DP,OMF,9,10.08
INF582M01EG2,UNESFG,GR,OMF,9,16.27
INF582M01EC1,UNESFGD,GR,OMF,9,16.83
INF174KA1186,KBALAFGR,GR,OMF,9,19.63
INF174KA1194,KTKBAFDDP,DP,OMF,9,21.09
INF174KA1210,KTKBAFDG,GR,OMF,9,21.09
INF174KA1160,KBALAFDP,DP,OMF,9,19.63
INF789F1A447,CBFRPGRO,GR,OMF,9,15.24
INF789F1A538,CBFDPGRO,GR,OMF,9,15.54
INF846K01E90,AXISEHGPG,GR,OMF,9,19.88
INF846K01E25,AXISEHDGG,GR,OMF,9,21.58
INF846K01E74,AXISEHRDD,DP,OMF,9,14.23
INF846K01E33,AXISEHDMD,DP,OMF,9,17.06
INF846K01F08,AXISEHDPD,DP,OMF,9,14.15
INF846K01F24,AXISEHQDD,DP,OMF,9,14.62
INF174V01531,MMCRYRG,GR,OMF,9,13.44
INF174V01580,MMCRYDG,GR,OMF,9,14.36
INF090I01PD7,FIESFDGR,GR,OMF,9,16.93
INF090I01OZ3,FIESFDP,DP,OMF,9,13.5
INF090I01PA3,FIESF,GR,OMF,9,15.6
INF090I01PJ4,FIESFQDP,DP,OMF,9,12.42
INF789F1A744,ESFRPGRO,GR,OMF,9,17.48
INF789F1A736,ESFRPDPO,DP,OMF,9,17.48
INF789F1A835,ESFRPQDP,DP,OMF,9,17.48
INF789F1A777,ESFDPGRO,GR,OMF,9,18.42
INF277K016K8,TMCAPFC,DR,OMF,9,25.5
INF277K010L9,TMCAPFA,DR,OMF,9,23.24
INF277K015K0,TMCAPFD,GR,OMF,9,25.5
INF277K019K2,TMCAPFB,GR,OMF,9,23.24
INF740KA1JY8,DSPCBRDP,DP,OMF,9,11.47
INF740KA1JX0,DSPCBRGR,GR,OMF,9,14.89
INF740KA1KE8,DSPCBDGR,GR,OMF,9,15.12
INF846K01F40,AXISUSDGG,GR,OMF,9,14.62
INF846K01F99,AXISUSDMD,DP,OMF,9,10.08
INF846K01F73,AXISUSDWD,DP,OMF,9,10.05
INF846K01G31,AXISUSDDR,DR,OMF,9,10.07
INF846K01G23,AXISUSGPG,GR,OMF,9,13.88
